CODIGO_SCIAN,ANIO,H010B,H010C,I100B,I100C,H010D,I100D,J000A,O110A,M710B,M710C,M999A,M310B,M310C,K316B,K316C,K910A,K411A,K951A,K412A,K961A,K610A,K810A,K710A,K500A,K931A,K999A,Q100A,Q200A,Q300A,Q400A,Q900A,Q000B,Q000C,Q000D,ESTATUS
3219,2013,5852,1355,1067,381,16737,3443,713924,5682079,7980,218455,65570,4253732,1401912,3054223,509271,31644,73424,64922,73951,118337,153607,3977,3236,72274,0,236378,969703,500694,211609,39492,69150,145907,46136,3153,Cifras definitivas
321910,2013,1929,671,322,181,5875,1194,287791,2213607,268,76811,21777,1174473,1036918,1176336,191398,21653,11385,27353,37100,66975,45200,2151,756,22164,0,111979,677300,284459,36101,13653,17011,69554,14640,583,Cifras definitivas
321920,2013,3384,405,301,34,9053,780,336310,2872759,7712,67901,25728,2627810,220651,1660558,190155,3875,53862,30017,24107,42414,31059,1030,2478,35917,0,89727,191736,121015,150876,14717,44234,52600,23022,2171,Cifras definitivas
321993,2013,539,279,444,166,1809,1469,89823,595713,0,73743,18065,451449,144343,217329,127718,6116,8177,7552,12744,8948,77348,796,2,14193,0,34672,100667,95220,24632,11122,7905,23753,8474,399,Cifras definitivas
322,2013,43336,13263,10487,3077,143726,35577,10508779,146029104,266031,1528084,2821814,132323339,13395246,45813658,31314515,5225863,3579866,3891326,5603875,3899768,2793862,1296950,528332,1592550,623091,5246114,74113122,18211952,944202,851389,1169401,6969125,4780846,492913,Cifras definitivas
3221,2013,14342,1529,3882,591,42758,12791,3633570,55529819,257,21822,732266,53169997,2443101,15234437,9553094,2339167,2821826,2071734,4019398,1551222,838255,687496,157293,525595,123697,1552232,40030073,9977024,313750,271203,411871,3391163,2649314,108337,Cifras definitivas
322122,2013,12244,1129,3798,589,36281,12547,3150767,49772158,257,21822,662198,47722387,2111953,12837915,9174753,2270638,2553259,1838709,3572598,1366256,819513,537774,145533,442977,112017,1323275,36711490,8945739,275955,255629,362643,3063725,2209525,104598,Cifras definitivas
322132,2013,2098,400,84,2,6477,244,482803,5757661,0,0,70068,5447610,331148,2396522,378341,68529,268567,233025,446800,184966,18742,149722,11760,82618,11680,228957,3318583,1031285,37795,15574,49228,327438,439789,3739,Cifras definitivas
3222,2013,28994,11734,6605,2486,100968,22786,6875209,90499285,265774,1506262,2089548,79153342,10952145,30579221,21761421,2886696,758040,1819592,1584477,2348546,1955607,609454,371039,1066955,499394,3693882,34083049,8234928,630452,580186,757530,3577962,2131532,384576,Cifras definitivas
322210,2013,20293,6671,3979,1216,67194,13177,4556749,49556185,229861,887562,617189,42722856,6384163,20046915,10636769,514685,630489,1223813,901867,1570931,1051791,29762,176786,779286,341427,2429424,17774382,3817887,352680,393068,546450,1763921,783491,294508,Cifras definitivas
322220,2013,3661,1841,1169,383,12957,3723,804702,8717692,27007,264773,1248011,7993122,751853,3195067,2297966,128651,50943,159023,159138,206145,366835,16305,61943,106648,63100,415556,3716644,1933946,137132,96645,97741,505692,146527,61762,Cifras definitivas
322230,2013,994,709,36,54,3906,221,230566,967345,0,247686,2495,715466,235846,255399,272849,24544,2618,20610,40844,19300,16399,603,2065,52217,0,103874,200892,3890,13555,16136,10702,20036,8921,2530,Cifras definitivas
322291,2013,2944,1364,1177,636,11828,4645,995926,29157703,0,0,191969,25800148,3390163,6234384,8265565,2163305,51648,387607,455371,498078,453780,557798,115125,82660,48894,638095,12014423,2420625,83871,54147,89991,1242814,1178156,25296,Cifras definitivas
322299,2013,1102,1149,244,197,5083,1020,287266,2100360,8906,106241,29884,1921750,190120,847456,288272,55511,22342,28539,27257,54092,66802,4986,15120,46144,45973,106933,376708,58580,43214,20190,12646,45499,14437,480,Cifras definitivas
323,2013,14104,8552,4522,3015,53207,17790,3156016,21268756,560891,1847794,538096,19833937,1427604,7756267,1231012,166605,141376,468480,494622,351132,1407089,131442,940520,978198,75982,1657227,9450409,1371039,390249,500655,374693,890990,573667,79686,Cifras definitivas
3231,2013,14104,8552,4522,3015,53207,17790,3156016,21268756,560891,1847794,538096,19833937,1427604,7756267,1231012,166605,141376,468480,494622,351132,1407089,131442,940520,978198,75982,1657227,9450409,1371039,390249,500655,374693,890990,573667,79686,Cifras definitivas
323111,2013,3336,1577,2561,1431,12458,9529,709711,7946206,371053,280600,217060,7538839,403642,2739520,393277,40382,53213,175204,181781,90903,729318,112921,690076,528056,73912,539137,2763503,496916,123165,211175,119768,259552,116548,25163,Cifras definitivas
323119,2013,10768,6975,1961,1584,40749,8261,2446305,13322550,189838,1567194,321036,12295098,1023962,5016747,837735,126223,88163,293276,312841,260229,677771,18521,250444,450142,2070,1118090,6686906,874123,267084,289480,254925,631438,457119,54523,Cifras definitivas
324,2013,22745,5356,1203,377,63952,3553,13243891,849995180,115706,0,981767,847745030,2083310,615446076,4062109,827040,20975621,1810752,1432038,550007,626221,447346,7136,255358,238291,1752792,225157698,36923586,943050,282957,4710125,8688786,18787639,14395691,Cifras definitivas
3241,2013,22745,5356,1203,377,63952,3553,13243891,849995180,115706,0,981767,847745030,2083310,615446076,4062109,827040,20975621,1810752,1432038,550007,626221,447346,7136,255358,238291,1752792,225157698,36923586,943050,282957,4710125,8688786,18787639,14395691,Cifras definitivas
324110,2013,19008,4597,0,0,53194,0,12306933,825879000,0,0,11737,825879001,0,604474999,0,1959,20801183,1580418,1344564,1677,0,0,0,46339,7370,878210,222682394,35950745,622179,145865,4548647,8390644,18557635,14374522,Cifras definitivas
324120,2013,1657,268,344,54,4377,964,325834,4981361,0,0,46287,4508135,495196,2975668,438460,25355,113840,80589,39520,61578,91276,8206,0,26016,0,113820,1017374,254066,131705,19340,24322,109553,44364,4837,Cifras definitivas
324191,2013,2080,491,859,323,6381,2589,611124,19134819,115706,0,923743,17357894,1588114,7995409,3623649,799726,60598,149745,47954,486752,534945,439140,7136,183003,230921,760762,1457930,718775,189166,117752,137156,188589,185640,16332,Cifras definitivas
325,2013,75366,35590,31059,14331,263387,106732,35560190,710976087,4134209,5506378,14249148,546761573,158025359,303809226,90220473,22695744,7394787,8678135,9454573,11045211,17134523,5635849,2290894,4449818,4972076,35438271,165999738,49839506,4455139,4763173,5959138,15979217,19307001,5110629,Cifras definitivas
3251,2013,26326,4079,4515,824,74810,12912,13137462,323576433,448769,2829657,2789027,250444445,71120242,187074295,28139796,912700,3875302,4387915,5083834,2907730,2424213,26390,291214,695726,1043145,20542863,83122656,17582277,1096895,908413,2011019,6577556,10552876,3906486,Cifras definitivas
325110,2013,18449,3061,0,0,52492,0,10283358,233160772,0,0,1617240,186815920,45230883,168445223,0,49939,1761704,2233054,689657,439604,0,38,0,51669,109368,17657294,37916659,7326959,236522,45383,1516298,3429533,7149520,3183790,Cifras definitivas
325120,2013,464,68,509,66,1437,1399,247689,9099272,0,0,115964,8854074,243235,518622,0,3139,69428,153704,1745607,62374,255597,5081,0,146183,57922,208601,2371863,215018,116637,7015,17383,209013,127727,4046,Cifras definitivas
325130,2013,670,143,813,190,1921,2194,249831,3593938,0,1955730,234082,2250392,1301395,721032,900885,129976,195721,289538,192050,87591,537862,3983,17954,20508,0,426502,3281613,968277,40973,257806,44872,332827,309155,95728,Cifras definitivas
325180,2013,4168,362,1424,117,11788,3879,1299601,23434818,59686,742284,291597,16716218,6775433,6724451,1927980,354505,1089238,905015,1868466,1098614,644959,2294,29960,313858,332542,1460918,15592673,4100977,483354,179787,175060,1246722,1813432,511999,Cifras definitivas
325190,2013,2575,445,1769,451,7172,5440,1056983,54287633,389083,131643,530144,35807841,17569296,10664967,25310931,375141,759211,806604,588054,1219547,985795,14994,243300,163508,543313,789548,23959848,4971046,219409,418422,257406,1359461,1153042,110923,Cifras definitivas
3252,2013,3724,497,6807,769,10580,18749,1072502,89099921,290759,49147,2047255,52109994,36533396,38342745,24846040,1150924,1242597,901598,1807573,2302493,2540118,19387,20471,334214,416552,3120973,30035276,8018461,215615,395278,488996,2878732,1178921,165199,Cifras definitivas
325211,2013,2471,407,3570,638,7011,10237,766406,73105564,213428,47641,1914241,46732879,25440197,33212525,20927097,719389,793191,614010,1075402,1820560,1688673,16937,20406,277900,390132,2687085,22096955,4794268,151454,334326,342044,2183814,902366,55243,Cifras definitivas
325212,2013,105,12,760,65,262,2105,11070,5998776,77331,350,46159,1982721,4349370,2393884,1678446,177973,109233,114375,153635,135809,260428,204,65,45235,691,162662,1708343,601808,14142,22642,26899,149538,126800,2932,Cifras definitivas
325220,2013,1148,78,2477,66,3307,6407,295026,9995581,0,1156,86855,3394394,6743829,2736336,2240497,253562,340173,173213,578536,346124,591017,2246,0,11079,25729,271226,6229978,2622385,50019,38310,120053,545380,149755,107024,Cifras definitivas
3253,2013,1973,553,2581,440,5972,7398,708796,24325205,720649,16304,419679,16944800,7703358,7551332,6045156,855593,672296,586022,459995,485063,780509,102031,81366,688440,19346,1024843,5246207,864173,339205,202442,144719,397193,383563,40810,Cifras definitivas
325310,2013,1268,155,1379,118,3532,3709,521562,12247372,659437,0,150941,6745119,5887946,3573669,3422048,127715,628983,506584,408009,231234,427207,5168,0,598144,83,759853,4208722,360519,81870,92412,40324,223757,221918,20283,Cifras definitivas
325320,2013,705,398,1202,322,2440,3689,187234,12077833,61212,16304,268738,10199681,1815412,3977663,2623108,727878,43313,79438,51986,253829,353302,96863,81366,90296,19263,264990,1037485,503654,257335,110030,104395,173436,161645,20527,Cifras definitivas
3254,2013,15959,13336,8407,7302,65304,34736,10077547,109607418,1586804,819958,5299992,91986539,13827552,21938812,13283701,3254389,783186,1207272,789560,1495151,7038103,2958464,539270,1414371,1658827,6039560,18292172,12459220,1348469,1826518,2127621,2891601,3719224,409132,Cifras definitivas
325411,2013,1636,529,715,129,5435,2130,706045,6651291,0,377431,263677,857985,5868566,879543,2704247,68613,132402,200652,166817,90334,294582,905,2475,22379,23456,602419,2262529,1175283,23524,64099,206520,226992,321327,12451,Cifras definitivas
325412,2013,14323,12807,7692,7173,59869,32606,9371502,102956127,1586804,442527,5036315,91128554,7958986,21059269,10579454,3185776,650784,1006620,622743,1404817,6743521,2957559,536795,1391992,1635371,5437141,16029643,11283937,1324945,1762419,1921101,2664609,3397897,396681,Cifras definitivas
3255,2013,5967,1597,3474,1056,16655,10135,1711757,37540583,390177,215709,811817,34304601,3159073,15610724,4406888,1358101,215252,374077,234520,698278,1808764,411243,349797,309660,1004186,1170315,3563553,2343418,356573,316661,307060,609549,331117,28749,Cifras definitivas
325510,2013,5170,1379,2349,640,14402,6579,1449854,29813591,390177,96414,699282,27508115,2220199,13021388,3745079,1103327,177446,297897,175284,545004,965827,369709,346114,236193,954038,965287,2602068,1788791,295845,262186,253722,475154,262009,21347,Cifras definitivas
325520,2013,797,218,1125,416,2253,3556,261903,7726992,0,119295,112535,6796486,938874,2589336,661809,254774,37806,76180,59236,153274,842937,41534,3683,73467,50148,205028,961485,554627,60728,54475,53338,134395,69108,7402,Cifras definitivas
3256,2013,14873,10924,3252,3019,64041,15744,6931812,104303471,649165,102516,995104,87501660,16735954,27171611,7750487,13897025,455385,901177,837101,2646325,1793126,1909660,955231,763119,411977,2487637,21419696,5970075,838369,741428,584183,2070477,2605520,463307,Cifras definitivas
325610,2013,10516,4291,1398,1586,38247,7633,4899811,68497844,1845,0,394322,60392500,8226903,21323007,7221436,6580449,306151,471830,556021,1993777,849447,797037,305013,451396,175104,1577107,13770989,3128871,584590,356554,321463,1171501,1364662,341632,Cifras definitivas
325620,2013,4357,6633,1854,1433,25794,8111,2032001,35805627,647320,102516,600782,27109160,8509051,5848604,529051,7316576,149234,429347,281080,652548,943679,1112623,650218,311723,236873,910530,7648707,2841204,253779,384874,262720,898976,1240858,121675,Cifras definitivas
3259,2013,6544,4604,2023,921,26025,7058,1920314,22523056,47886,1473087,1886274,13469534,8945784,6119707,5748405,1267012,150769,320074,241990,510171,749690,208674,53545,244288,418043,1052080,4320178,2601882,260013,372433,295540,554109,535780,96946,Cifras definitivas
325910,2013,1300,313,139,60,3632,482,420925,4618925,19604,15702,23684,4288023,350338,1979232,1101521,45103,11698,37605,20004,58814,61567,6407,2112,35566,6009,109569,397735,38719,36471,29953,82971,44509,37206,3784,Cifras definitivas
325991,2013,155,136,383,247,652,1443,28942,538438,0,0,10337,524409,437,201893,12669,4589,5939,10510,6160,7575,85316,1652,1691,33213,15753,36424,26819,109608,6526,2140,3586,7509,1752,166,Cifras definitivas
325992,2013,72,57,322,233,269,1615,17559,2114050,0,0,142907,306450,1807600,30036,1681516,39926,1025,99,228,9121,147571,7,0,43622,0,14121,799514,282870,21779,50017,34358,101341,12529,383,Cifras definitivas
325999,2013,5017,4098,1179,381,21472,3518,1452888,15251643,28282,1457385,1709346,8350652,6787409,3908546,2952699,1177394,132107,271860,215598,434661,455236,200608,49742,131887,396281,891966,3096110,2170685,195237,290323,174625,400750,484293,92613,Cifras definitivas
326,2013,73124,47599,40618,25133,283537,160425,18781346,179323352,3389556,19893746,3202392,128516015,50897788,66909068,29615269,2565603,1727120,4215582,7255935,4404143,12170851,268135,1192461,3068167,943754,8981444,66764866,15609943,2146277,1830507,2614735,7241295,6992620,1653091,Cifras definitivas
3261,2013,58093,41710,34157,22076,235511,138686,14080546,143554686,3149790,16026817,2533295,112317170,31743276,59957725,20317458,2322093,1258708,3495437,6209627,3888000,10390496,243123,811288,2778083,862705,6797162,55846727,12201926,1951509,1510888,2229613,5779681,5205203,1107787,Cifras definitivas
326110,2013,9878,3290,6638,2798,32131,24624,2041473,33642086,571474,559516,538180,25146542,8634739,14272053,5421520,426953,199478,564474,1213114,645584,1580473,16108,101544,293230,157046,1006744,13791027,2468881,420074,479151,488909,1281975,1019631,245573,Cifras definitivas
326120,2013,1241,602,1766,160,4652,4819,261788,5278107,1327,148390,96744,5033506,186330,2821839,285931,104070,62768,62942,162603,76794,476839,13344,1722,53729,40438,143298,2496763,1028324,43574,38669,42039,243924,188987,13946,Cifras definitivas
326130,2013,1134,610,541,243,4273,1948,350413,3727006,0,276988,40606,2077125,1635135,1454796,587168,43774,26038,55051,94124,102983,174616,11489,1858,36433,0,148214,821535,527732,27203,29265,18227,83237,26551,1460,Cifras definitivas
326140,2013,3294,1873,1843,1081,12028,7489,624355,6598024,34766,1070333,107150,5625279,991618,2549678,445707,140016,367186,207927,286060,268960,510049,2758,2899,197162,67255,605692,2452893,1030399,334188,56614,150044,350606,260647,19478,Cifras definitivas
326150,2013,1756,702,1618,1048,5639,5787,299894,6056707,17862,224561,146113,5005230,1144974,3429293,350856,37959,34669,107479,59638,95988,471479,843,20599,191803,1600,248525,805616,213556,111281,55737,78243,96734,98315,8978,Cifras definitivas
326160,2013,2600,2632,4066,1785,12993,15184,772999,16061343,216639,349101,76835,14981420,1078601,9094081,735802,314066,73178,466725,773822,595336,1109107,10479,47315,286623,71554,593938,7059248,1050612,149899,131093,95779,859832,604151,267637,Cifras definitivas
326191,2013,3657,3031,1079,771,16052,4135,809697,5926158,167197,697334,176530,5787755,150261,2374512,834123,213778,43993,166330,510178,146455,285844,14449,66639,65556,12852,179504,4135670,727381,246351,76074,76711,366380,200206,25621,Cifras definitivas
326192,2013,10100,9667,7952,7021,46347,36007,3316390,34287812,1026943,4923252,447655,24751342,9870857,12444528,7458811,387458,244435,951871,1164008,1200541,3377317,11471,319135,606089,244104,1713274,9564349,1667068,112729,261893,494239,917188,1315136,130266,Cifras definitivas
326193,2013,6564,4998,3713,2669,27021,15819,1653543,14281092,447314,1003953,362802,11086094,3269105,5406942,1580597,240038,65599,332181,668425,421256,1041251,113166,136489,313975,116992,706229,7735599,976439,258538,158133,435511,753162,770385,202895,Cifras definitivas
326194,2013,13124,10823,3487,3280,55899,16337,2912510,13955567,595033,5094197,181083,9715145,4089370,4843032,2213771,327769,99088,429959,1030220,199172,1016671,8508,63642,503110,100026,922357,5857629,1944318,147558,172509,260054,679989,532152,174200,Cifras definitivas
326198,2013,1895,773,545,233,6106,1836,357546,894390,0,613461,33478,522714,375068,348384,78846,21283,7679,29614,47585,24867,90531,5947,10879,57220,145,149308,343116,301852,38700,21393,51166,45509,103181,4537,Cifras definitivas
326199,2013,2850,2709,909,987,12370,4701,679938,2846394,71235,1065731,326119,2585018,317218,918587,324326,64929,34597,120884,199850,110064,256319,34561,38567,173153,50693,380079,783282,265364,61414,30357,38691,101145,85861,13196,Cifras definitivas
3262,2013,15031,5889,6461,3057,48026,21739,4700800,35768666,239766,3866929,669097,16198845,19154512,6951343,9297811,243510,468412,720145,1046308,516143,1780355,25012,381173,290084,81049,2184282,10918139,3408017,194768,319619,385122,1461614,1787417,545304,Cifras definitivas
326211,2013,4368,306,1576,101,10873,3898,2205303,15472179,0,769160,69594,5884147,9375486,1698881,3987329,10803,220374,211467,475443,253902,527551,10870,92771,106227,0,833582,5878783,1826237,16737,159459,101407,609165,923849,261763,Cifras definitivas
326220,2013,3264,1092,1087,724,9634,4310,812034,6445938,53097,1273750,67813,2474583,3814476,1663999,1487567,81154,71362,169221,151334,88105,221024,658,9523,62535,43969,332966,979269,299228,33944,31466,29850,159753,277522,117907,Cifras definitivas
326290,2013,7399,4491,3798,2232,27519,13531,1683463,13850549,186669,1824019,531690,7840115,5964550,3588463,3822915,151553,176676,339457,419531,174136,1031780,13484,278879,121322,37080,1017734,4060087,1282552,144087,128694,253865,692696,586046,165634,Cifras definitivas
